epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),valid/box_loss,valid/cls_loss,valid/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,676.441,1.75723,1.2427,1.23851,0.58292,0.62622,0.55697,0.24851,1.73103,1.2272,1.24184,0.000553757,0.000553757,0.000553757
2,1426.32,1.80508,1.36348,1.3434,0.71742,0.56344,0.56861,0.27262,1.72349,1.50069,1.25927,0.00109836,0.00109836,0.00109836
3,2193.5,1.72565,1.31661,1.2658,0.54634,0.65382,0.60525,0.27138,1.70077,1.11804,1.26106,0.00163189,0.00163189,0.00163189
4,2958.2,1.72425,1.22213,1.28036,0.64438,0.62207,0.64194,0.29996,1.66755,1.16967,1.22443,0.00161714,0.00161714,0.00161714
5,3689.33,1.75707,1.25801,1.30983,0.79871,0.67384,0.69036,0.3322,1.66223,1.083,1.22333,0.00160052,0.00160052,0.00160052
6,4395.87,1.70024,1.1402,1.25707,0.78782,0.72641,0.76997,0.38245,1.6046,0.919,1.19637,0.0015839,0.0015839,0.0015839
7,5090.24,1.66755,1.05634,1.24215,0.72621,0.70346,0.76374,0.38172,1.60696,0.95159,1.19138,0.00156728,0.00156728,0.00156728
8,5824.4,1.67862,1.10692,1.24076,0.73044,0.74988,0.72498,0.37094,1.59558,0.92893,1.18612,0.00155066,0.00155066,0.00155066
9,6537.25,1.61783,1.02194,1.18392,0.81538,0.75991,0.79709,0.42845,1.54926,0.85231,1.15306,0.00153404,0.00153404,0.00153404
10,7257.28,1.64322,1.02735,1.21312,0.75094,0.72447,0.73985,0.36332,1.57995,0.9246,1.17541,0.00151742,0.00151742,0.00151742
11,7964.32,1.65184,1.00656,1.1972,0.72503,0.764,0.76333,0.39904,1.5529,0.85623,1.15809,0.0015008,0.0015008,0.0015008
12,8681.45,1.52983,0.87579,1.15705,0.81181,0.80524,0.82484,0.43619,1.56523,0.81417,1.1551,0.00148418,0.00148418,0.00148418
13,9392.47,1.57375,0.94888,1.19423,0.81339,0.79543,0.81373,0.42542,1.52972,0.81745,1.14554,0.00146756,0.00146756,0.00146756
14,10046.9,1.628,0.93535,1.18965,0.80593,0.79489,0.80495,0.43007,1.57219,0.80818,1.16209,0.00145094,0.00145094,0.00145094
15,10707,1.51547,0.93162,1.15346,0.80046,0.81409,0.7934,0.43402,1.52041,0.80481,1.1422,0.00143432,0.00143432,0.00143432
16,11355.6,1.49853,0.88375,1.14222,0.77482,0.79447,0.81788,0.44266,1.52494,0.79375,1.13843,0.0014177,0.0014177,0.0014177
17,11999.8,1.46159,0.85357,1.13695,0.81619,0.79107,0.81532,0.44904,1.51182,0.78302,1.12598,0.00140108,0.00140108,0.00140108
18,12597.6,1.49004,0.82373,1.12688,0.82634,0.78615,0.81141,0.42985,1.52897,0.76409,1.12808,0.00138446,0.00138446,0.00138446
19,13211.7,1.5466,0.85825,1.14152,0.84462,0.82818,0.84352,0.46691,1.48169,0.74307,1.11448,0.00136784,0.00136784,0.00136784
20,13793,1.54684,0.85697,1.1833,0.81222,0.83376,0.82946,0.46116,1.5117,0.72127,1.1243,0.00135122,0.00135122,0.00135122
21,14393.1,1.54401,0.83916,1.14262,0.82402,0.80988,0.83412,0.4636,1.48845,0.75447,1.11666,0.0013346,0.0013346,0.0013346
22,14988.2,1.45715,0.85302,1.13016,0.80284,0.82297,0.82617,0.46159,1.49586,0.75301,1.12114,0.00131798,0.00131798,0.00131798
23,15545.3,1.47659,0.83121,1.13616,0.84068,0.81297,0.84412,0.46376,1.47336,0.73325,1.11038,0.00130136,0.00130136,0.00130136
24,16093.9,1.54588,0.8567,1.17835,0.81962,0.81669,0.82352,0.45048,1.52605,0.74053,1.12628,0.00128474,0.00128474,0.00128474
25,16656.3,1.49536,0.82478,1.15364,0.79579,0.83954,0.8405,0.46358,1.49955,0.73024,1.11999,0.00126812,0.00126812,0.00126812
26,17219.5,1.46901,0.81183,1.15236,0.83637,0.83229,0.84801,0.46584,1.49856,0.70321,1.11398,0.0012515,0.0012515,0.0012515
27,17746.5,1.53047,0.7945,1.19954,0.8568,0.83932,0.85704,0.47154,1.4711,0.71532,1.10035,0.00123488,0.00123488,0.00123488
28,18271.9,1.43147,0.82109,1.11661,0.82923,0.87703,0.86856,0.4882,1.45643,0.68874,1.09569,0.00121826,0.00121826,0.00121826
29,18785.2,1.46581,0.77702,1.11861,0.84292,0.81974,0.8577,0.4975,1.45001,0.69043,1.09147,0.00120164,0.00120164,0.00120164
30,19304.7,1.50787,0.80133,1.14711,0.82431,0.8605,0.8509,0.48571,1.45503,0.68457,1.09064,0.00118502,0.00118502,0.00118502
31,19845.9,1.43567,0.77384,1.11532,0.83004,0.85996,0.86249,0.49479,1.45016,0.68502,1.08923,0.0011684,0.0011684,0.0011684
32,20352.6,1.43024,0.7513,1.08857,0.83121,0.85808,0.85454,0.49512,1.43971,0.66902,1.09211,0.00115178,0.00115178,0.00115178
33,20872.6,1.44328,0.76525,1.12207,0.84793,0.83711,0.85557,0.48533,1.45002,0.67926,1.0941,0.00113516,0.00113516,0.00113516
34,21359.5,1.47919,0.78303,1.16198,0.86486,0.83139,0.87224,0.48379,1.44133,0.67181,1.09674,0.00111854,0.00111854,0.00111854
35,21843.3,1.41789,0.74104,1.09964,0.83296,0.84414,0.87187,0.50164,1.42709,0.66773,1.09002,0.00110192,0.00110192,0.00110192
36,22325.9,1.42556,0.76407,1.12869,0.82145,0.85985,0.85505,0.4962,1.44399,0.65207,1.08448,0.0010853,0.0010853,0.0010853
37,22812.9,1.43263,0.7562,1.08656,0.85975,0.84997,0.88258,0.51725,1.42218,0.66337,1.08386,0.00106868,0.00106868,0.00106868
38,23309.4,1.36436,0.67964,1.0776,0.8428,0.85186,0.85883,0.49594,1.46384,0.66587,1.09178,0.00105206,0.00105206,0.00105206
39,23793.7,1.43669,0.76219,1.09404,0.842,0.86023,0.86048,0.50072,1.43619,0.64584,1.08005,0.00103544,0.00103544,0.00103544
40,24269.3,1.43135,0.72623,1.10931,0.86227,0.8639,0.87124,0.51309,1.41696,0.6482,1.07958,0.00101882,0.00101882,0.00101882
41,24752.6,1.39829,0.71884,1.08959,0.8634,0.85907,0.87129,0.51579,1.4077,0.64746,1.07446,0.0010022,0.0010022,0.0010022
42,25214.2,1.38081,0.72043,1.10173,0.87014,0.84292,0.88407,0.50695,1.41728,0.63959,1.07713,0.00098558,0.00098558,0.00098558
43,25666.3,1.42071,0.72035,1.10989,0.86218,0.86258,0.88499,0.52255,1.40508,0.63889,1.0714,0.00096896,0.00096896,0.00096896
44,26158,1.41527,0.71452,1.05671,0.84055,0.85548,0.88614,0.52456,1.40069,0.63998,1.06791,0.00095234,0.00095234,0.00095234
45,26674.2,1.34557,0.66935,1.10054,0.86854,0.85301,0.88159,0.52635,1.39111,0.63473,1.06575,0.00093572,0.00093572,0.00093572
46,27163.1,1.44851,0.7076,1.07353,0.83852,0.88068,0.88039,0.52678,1.40966,0.63471,1.07353,0.0009191,0.0009191,0.0009191
47,27657.4,1.34469,0.66438,1.07873,0.86549,0.87466,0.8846,0.52844,1.39923,0.61846,1.06771,0.00090248,0.00090248,0.00090248
48,28143.4,1.29529,0.6646,1.05523,0.87071,0.85753,0.88351,0.52095,1.38803,0.61172,1.06738,0.00088586,0.00088586,0.00088586
49,28632.9,1.32524,0.69742,1.09583,0.85374,0.89144,0.87977,0.53544,1.382,0.61146,1.05884,0.00086924,0.00086924,0.00086924
50,29145.6,1.30063,0.64248,1.06703,0.86245,0.86625,0.88761,0.5365,1.3838,0.60502,1.06614,0.00085262,0.00085262,0.00085262
51,29659.5,1.33426,0.65944,1.05882,0.8522,0.86953,0.88041,0.52909,1.38732,0.60654,1.06494,0.000836,0.000836,0.000836
52,30176.4,1.36112,0.66141,1.06406,0.8523,0.88658,0.88349,0.53422,1.3689,0.6038,1.06064,0.000819381,0.000819381,0.000819381
53,30686.1,1.33904,0.6512,1.04283,0.87723,0.85518,0.88909,0.54196,1.37791,0.59992,1.06366,0.000802761,0.000802761,0.000802761
54,31185.9,1.3759,0.65894,1.03882,0.86746,0.87393,0.88867,0.5438,1.36287,0.59826,1.05401,0.000786141,0.000786141,0.000786141
55,31672.1,1.31726,0.64462,1.05877,0.85368,0.88607,0.88457,0.53836,1.38241,0.59647,1.06377,0.000769521,0.000769521,0.000769521
56,32144.1,1.35223,0.66865,1.04883,0.85973,0.88427,0.89102,0.54787,1.36756,0.58777,1.05811,0.000752901,0.000752901,0.000752901
57,32618.6,1.26608,0.61623,1.05635,0.87113,0.87004,0.90205,0.55389,1.36071,0.58591,1.05308,0.000736281,0.000736281,0.000736281
58,33102.7,1.28784,0.63667,1.07436,0.8649,0.89128,0.89867,0.55303,1.36896,0.58744,1.05586,0.000719661,0.000719661,0.000719661
59,33571.9,1.35394,0.63135,1.0498,0.88179,0.85856,0.89194,0.54478,1.35646,0.5786,1.05229,0.000703041,0.000703041,0.000703041
60,34046.8,1.38159,0.65377,1.06432,0.87481,0.85539,0.89005,0.54582,1.36524,0.5899,1.06019,0.000686421,0.000686421,0.000686421
61,34519.7,1.3278,0.66869,1.0546,0.88072,0.85935,0.89698,0.55428,1.34313,0.57543,1.04689,0.000669801,0.000669801,0.000669801
62,34973.1,1.26961,0.60686,1.03964,0.87779,0.86966,0.8993,0.55147,1.35473,0.58065,1.04963,0.000653181,0.000653181,0.000653181
63,35432.5,1.27583,0.61258,1.03807,0.87635,0.8777,0.89354,0.55999,1.35369,0.57511,1.05051,0.000636561,0.000636561,0.000636561
64,35904.9,1.30677,0.61844,1.06444,0.86456,0.8736,0.88764,0.54888,1.34582,0.57773,1.04411,0.000619941,0.000619941,0.000619941
65,36406.4,1.28027,0.646,1.05285,0.87028,0.89175,0.90178,0.5474,1.34978,0.57225,1.04786,0.000603321,0.000603321,0.000603321
66,36868.3,1.3139,0.61683,1.07214,0.87275,0.87034,0.89629,0.5435,1.34534,0.57406,1.04736,0.000586701,0.000586701,0.000586701
67,37313.7,1.26606,0.63108,1.07431,0.88135,0.88697,0.90031,0.5571,1.34085,0.56977,1.04073,0.000570081,0.000570081,0.000570081
68,37795,1.31195,0.61504,1.02852,0.88111,0.86398,0.88944,0.55129,1.34942,0.57237,1.047,0.000553461,0.000553461,0.000553461
69,38251.8,1.2742,0.63294,1.05643,0.8727,0.87628,0.88132,0.55153,1.33742,0.5657,1.03933,0.000536841,0.000536841,0.000536841
70,38722.8,1.2062,0.58226,1.02521,0.84615,0.90016,0.89185,0.5536,1.34115,0.5667,1.04207,0.000520221,0.000520221,0.000520221
71,39178.7,1.21758,0.57114,1.04271,0.8538,0.88828,0.89229,0.56323,1.32778,0.56055,1.03768,0.000503601,0.000503601,0.000503601
72,39671.6,1.22243,0.59286,1.04372,0.86834,0.88294,0.89265,0.55959,1.327,0.55902,1.04157,0.000486981,0.000486981,0.000486981
73,40122.7,1.24052,0.56656,1.03181,0.88008,0.87751,0.8941,0.56561,1.33428,0.55953,1.04028,0.000470361,0.000470361,0.000470361
74,40586.1,1.2024,0.58366,1.01979,0.86748,0.87927,0.88763,0.55919,1.31495,0.55376,1.0356,0.000453741,0.000453741,0.000453741
75,41036.6,1.22256,0.59671,1.00851,0.89261,0.8634,0.89605,0.55702,1.32033,0.55723,1.03725,0.000437121,0.000437121,0.000437121
76,41495.9,1.20549,0.58307,1.0258,0.89426,0.86853,0.89438,0.5579,1.32529,0.54902,1.03924,0.000420501,0.000420501,0.000420501
77,41935.6,1.24295,0.5767,1.02569,0.86966,0.90362,0.90088,0.56429,1.32221,0.54948,1.03876,0.000403881,0.000403881,0.000403881
78,42383,1.21034,0.57183,1.01651,0.89434,0.8664,0.89605,0.56724,1.31591,0.54888,1.03592,0.000387261,0.000387261,0.000387261
79,42825.9,1.20702,0.57543,1.01864,0.8725,0.88459,0.89545,0.5672,1.3092,0.54794,1.03406,0.000370641,0.000370641,0.000370641
80,43269.3,1.1924,0.56495,1.02576,0.86897,0.88511,0.89692,0.56583,1.31179,0.54966,1.03371,0.000354021,0.000354021,0.000354021
81,43733,1.14476,0.53946,0.99433,0.87516,0.88438,0.90555,0.57151,1.31975,0.54979,1.03546,0.000337401,0.000337401,0.000337401
82,44178.9,1.25088,0.5834,1.03118,0.865,0.90012,0.90356,0.57702,1.30696,0.54383,1.03103,0.000320781,0.000320781,0.000320781
83,44627.8,1.1953,0.56809,1.00099,0.87724,0.88053,0.90284,0.5699,1.3034,0.54622,1.03206,0.000304161,0.000304161,0.000304161
84,45064.9,1.25952,0.58731,0.99482,0.89575,0.87056,0.90615,0.57219,1.3048,0.54337,1.0301,0.000287541,0.000287541,0.000287541
85,45491.7,1.19353,0.55146,1.00383,0.90881,0.86948,0.91292,0.57784,1.30392,0.53968,1.0297,0.000270921,0.000270921,0.000270921
86,45937.7,1.12157,0.53909,0.99856,0.88521,0.88776,0.90595,0.57471,1.3039,0.54252,1.03312,0.000254301,0.000254301,0.000254301
87,46376.8,1.178,0.54049,1.01063,0.88442,0.88165,0.90321,0.5783,1.30214,0.53715,1.02908,0.000237681,0.000237681,0.000237681
88,46813.8,1.14652,0.53536,0.98877,0.87803,0.901,0.90895,0.57742,1.30645,0.53617,1.03014,0.000221061,0.000221061,0.000221061
89,47238.7,1.17609,0.54621,1.00895,0.89905,0.87386,0.90332,0.5819,1.30284,0.53699,1.0276,0.000204441,0.000204441,0.000204441
90,47654.8,1.19012,0.55919,1.03019,0.89622,0.87316,0.90553,0.5785,1.30328,0.53498,1.02773,0.000187821,0.000187821,0.000187821
91,48126,1.14584,0.48275,1.00012,0.86854,0.89024,0.90191,0.57023,1.31012,0.54393,1.0279,0.000171201,0.000171201,0.000171201
92,48560.9,1.12018,0.48616,0.99386,0.89018,0.88255,0.90754,0.57597,1.30744,0.54048,1.02922,0.000154581,0.000154581,0.000154581
93,48990,1.14763,0.48438,0.98216,0.88596,0.88333,0.90482,0.57654,1.30904,0.53922,1.03045,0.000137961,0.000137961,0.000137961
94,49433.8,1.12198,0.47908,0.97396,0.88354,0.8848,0.90283,0.58062,1.3056,0.53644,1.02853,0.000121341,0.000121341,0.000121341
95,49840.5,1.14464,0.48234,0.98841,0.88253,0.88662,0.90445,0.57777,1.30335,0.53732,1.02777,0.000104721,0.000104721,0.000104721
96,50256.2,1.09158,0.47708,0.98609,0.87126,0.89098,0.90734,0.58221,1.30416,0.5342,1.02676,8.8101e-05,8.8101e-05,8.8101e-05
97,50684,1.13186,0.4661,0.96851,0.86702,0.8964,0.90686,0.58121,1.30336,0.53277,1.0253,7.1481e-05,7.1481e-05,7.1481e-05
98,51098.8,1.11218,0.47267,0.98212,0.86148,0.88994,0.90325,0.58411,1.30251,0.53314,1.02528,5.4861e-05,5.4861e-05,5.4861e-05
99,51537.8,1.05918,0.46395,0.97043,0.87071,0.89054,0.90629,0.58157,1.30168,0.53366,1.02628,3.8241e-05,3.8241e-05,3.8241e-05
100,51956.2,1.053,0.46058,0.97781,0.88222,0.87832,0.9067,0.58122,1.30022,0.53269,1.02599,2.1621e-05,2.1621e-05,2.1621e-05
